,timestamp,value,price,value_classification
378,1553212800000                                     ,56,3983.31787109375,Greed                                             
379,1553299200000                                     ,50,3989.158447265625,Neutral                                           
380,1553385600000                                     ,44,4008.9453125,Fear                                              
381,1553472000000                                     ,46,3993.39501953125,Fear                                              
382,1553558400000                                     ,43,3927.577392578125,Fear                                              
383,1553644800000                                     ,44,3938.65966796875,Fear                                              
384,1553731200000                                     ,49,4036.160888671875,Neutral                                           
385,1553817600000                                     ,50,4028.391357421875,Neutral                                           
386,1553904000000                                     ,57,4103.32275390625,Greed                                             
387,1553990400000                                     ,56,4103.8564453125,Greed                                             
388,1554076800000                                     ,62,4103.52197265625,Greed                                             
389,1554163200000                                     ,60,4146.32177734375,Greed                                             
390,1554249600000                                     ,71,4862.23046875,Greed                                             
391,1554336000000                                     ,61,4955.83203125,Greed                                             
392,1554422400000                                     ,59,4899.021484375,Greed                                             
393,1554508800000                                     ,65,5014.9560546875,Greed                                             
394,1554595200000                                     ,69,5041.869140625,Greed                                             
395,1554681600000                                     ,65,5176.97802734375,Greed                                             
396,1554768000000                                     ,64,5266.89501953125,Greed                                             
397,1554854400000                                     ,62,5172.17529296875,Greed                                             
398,1554940800000                                     ,65,5308.90576171875,Greed                                             
399,1555027200000                                     ,42,5047.79296875,Fear                                              
400,1555113600000                                     ,62,5082.46533203125,Greed                                             
401,1555200000000                                     ,51,5072.9873046875,Neutral                                           
402,1555286400000                                     ,60,5149.314453125,Greed                                             
403,1555372800000                                     ,50,5039.880859375,Neutral                                           
404,1555459200000                                     ,61,5213.59814453125,Greed                                             
405,1555545600000                                     ,64,5218.95703125,Greed                                             
406,1555632000000                                     ,61,5274.76708984375,Greed                                             
407,1555718400000                                     ,62,5280.3544921875,Greed                                             
408,1555804800000                                     ,62,5307.68896484375,Greed                                             
409,1555891200000                                     ,61,5311.1650390625,Greed                                             
410,1555977600000                                     ,68,5380.935546875,Greed                                             
411,1556064000000                                     ,65,5557.92578125,Greed                                             
412,1556150400000                                     ,58,5452.1015625,Greed                                             
413,1556236800000                                     ,41,5203.08837890625,Fear                                              
414,1556323200000                                     ,42,5295.84716796875,Fear                                              
415,1556409600000                                     ,40,5256.97802734375,Fear                                              
416,1556496000000                                     ,42,5257.80322265625,Fear                                              
417,1556582400000                                     ,42,5199.7548828125,Fear                                              
418,1556668800000                                     ,51,5292.80419921875,Neutral                                           
419,1556755200000                                     ,50,5354.5869140625,Neutral                                           
420,1556841600000                                     ,63,5450.70654296875,Greed                                             
421,1556928000000                                     ,66,5731.4931640625,Greed                                             
422,1557014400000                                     ,67,5803.943359375,Greed                                             
423,1557100800000                                     ,57,5749.32373046875,Greed                                             
424,1557187200000                                     ,69,5715.75732421875,Greed                                             
425,1557273600000                                     ,63,5841.0537109375,Greed                                             
426,1557360000000                                     ,69,5957.85693359375,Greed                                             
427,1557446400000                                     ,71,6168.26904296875,Greed                                             
428,1557532800000                                     ,76,6370.23388671875,Extreme Greed                                     
429,1557619200000                                     ,75,7258.26123046875,Greed                                             
430,1557705600000                                     ,78,6953.75146484375,Extreme Greed                                     
431,1557792000000                                     ,78,7805.9814453125,Extreme Greed                                     
432,1557878400000                                     ,77,7990.0556640625,Extreme Greed                                     
433,1557964800000                                     ,75,8192.22265625,Greed                                             
434,1558051200000                                     ,65,7875.9130859375,Greed                                             
435,1558137600000                                     ,67,7343.37158203125,Greed                                             
436,1558224000000                                     ,70,7300.6552734375,Greed                                             
437,1558310400000                                     ,73,8168.73046875,Greed                                             
438,1558396800000                                     ,68,7976.8515625,Greed                                             
439,1558483200000                                     ,69,7958.36572265625,Greed                                             
440,1558569600000                                     ,65,7665.796875,Greed                                             
441,1558656000000                                     ,64,7861.81298828125,Greed                                             
442,1558742400000                                     ,69,7977.2451171875,Greed                                             
443,1558828800000                                     ,67,8037.62744140625,Greed                                             
444,1558915200000                                     ,70,8631.0810546875,Greed                                             
445,1559001600000                                     ,71,8816.0341796875,Greed                                             
446,1559088000000                                     ,71,8726.978515625,Greed                                             
