time,value,MA,PRICE
1606348800000,91,17992,18753
1606435200000,90,18097,17138
1606521600000,90,18136,17140
1606608000000,90,18142,17719
1606694400000,90,18173,18170
1606780800000,90,18336,19610
1606867200000,91,18356,18857
1606953600000,90,18404,19208
1607040000000,91,18498,19435
1607126400000,91,18530,18711
1607212800000,91,18535,19139
1607299200000,91,18587,19326
1607385600000,92,18774,19199
1607472000000,92,18883,18337
1607558400000,92,18960,18565
1607644800000,92,18968,18262
1607731200000,92,18827,18058
1607817600000,92,18822,18807
1607904000000,92,18817,19151
1607990400000,92,18801,19260
1608076800000,92,18867,19432
1608163200000,92,19065,21318
1608249600000,92,19381,22806
1608336000000,92,19738,23121
1608422400000,92,20240,23864
1608508800000,92,20691,23518
1608595200000,92,21107,22841
1608681600000,92,21628,23795
1608768000000,92,22038,23308
1608854400000,92,22457,23760
1608940800000,92,22949,24671
1609027200000,92,23589,26476
1609113600000,92,24053,26423
1609200000000,91,24446,27125
1609286400000,91,24837,27425
1609372800000,91,25289,28837
1609459200000,92,25789,29022
1609545600000,92,26381,29352
1609632000000,92,27142,32164
1609718400000,93,28024,33008
1609804800000,93,28729,31516
1609891200000,93,29585,34082
1609977600000,93,30535,36934
1610064000000,93,31728,39547
1610150400000,93,32973,40816
1610236800000,94,34143,40297
1610323200000,93,35012,38398
1610409600000,92,35617,35670
1610496000000,91,36034,33938
1610582400000,90,36515,37456
1610668800000,89,37081,39233
1610755200000,88,37560,36788
1610841600000,87,37757,36255
1610928000000,86,37655,35804
1611014400000,85,37386,36595
1611100800000,83,36958,36105
1611187200000,82,36530,35587
1611273600000,77,35850,30914
1611360000000,76,35603,32958
1611446400000,75,35433,32068
1611532800000,75,34962,32274
1611619200000,73,34338,32375
1611705600000,73,33956,32582
1611792000000,70,33428,30446
1611878400000,70,33185,33128
1611964800000,70,32963,34151
1612051200000,70,32789,34200
1612137600000,70,32560,33065
1612224000000,73,32787,33406
1612310400000,74,33016,35486
1612396800000,75,33510,37495
1612483200000,75,33923,36817
1612569600000,76,34435,38008
1612656000000,77,35044,39279
1612742400000,80,35806,38833
1612828800000,81,37004,46308
1612915200000,83,38133,46570
1613001600000,84,39101,44849
1613088000000,85,40442,47816
1613174400000,87,41716,47414
1613260800000,88,42757,46941
1613347200000,90,43767,48608
1613433600000,91,44775,47898
1613520000000,92,45796,49238
1613606400000,92,46965,52144
1613692800000,93,48138,51733
1613779200000,93,49023,56039
1613865600000,93,49914,56378
1613952000000,93,51080,57669
1614038400000,93,51679,54411
1614124800000,92,51796,48692
1614211200000,90,52060,49849
1614297600000,87,51913,46993
1614384000000,83,51791,46551
1614470400000,80,51556,46654
1614556800000,75,50904,44970
1614643200000,73,50727,49787
1614729600000,72,50044,48532
1614816000000,72,49517,50577
1614902400000,70,48704,48727
1614988800000,68,48220,49092
1615075200000,68,48250,49019
1615161600000,69,48383,51313
1615248000000,71,48868,52329
1615334400000,72,49609,54700
1615420800000,74,50461,56020
1615507200000,77,51626,57789
1615593600000,76,52314,57354
1615680000000,76,53476,61315
1615766400000,76,54281,59429
1615852800000,75,54924,55805
1615939200000,74,55628,56830
1616025600000,74,56536,59015
1616112000000,73,57137,57922
1616198400000,73,57675,58243
1616284800000,73,58009,58376
1616371200000,73,58150,57574
1616457600000,72,57839,54370
1616544000000,72,57588,54585
1616630400000,70,56789,52527
1616716800000,68,56060,51417
1616803200000,67,55990,55033
1616889600000,68,55900,55832
1616976000000,68,55601,55728
1617062400000,68,55575,57635
1617148800000,68,55613,58669
1617235200000,68,55653,58817
1617321600000,68,55765,58801
1617408000000,69,56191,59060
1617494400000,70,56416,57060
1617580800000,71,56935,58229
1617667200000,73,57597,58707
1617753600000,73,57873,58062
1617840000000,73,57900,56134
1617926400000,73,58113,58066
1618012800000,73,58160,58153
1618099200000,73,58279,59979
1618185600000,73,58385,59988
1618272000000,73,58486,59911
1618358400000,73,58897,63577
1618444800000,74,59419,62807
1618531200000,74,59869,63180
1618617600000,74,60123,61497
1618704000000,75,60324,60274
1618790400000,75,60338,56289
1618876800000,75,60125,55721
1618963200000,76,59956,56295
1619049600000,75,59430,54190
1619136000000,73,58701,51966
1619222400000,69,57908,51191
1619308800000,65,56686,50133
1619395200000,61,55429,48981
1619481600000,58,54592,53979
1619568000000,57,54001,54992
1619654400000,54,53504,54811
1619740800000,52,53260,53597
1619827200000,52,53451,57829
1619913600000,51,53589,57813
1620000000000,51,53808,56601
1620086400000,52,54284,57200
1620172800000,53,54491,53464
1620259200000,56,55154,57432
1620345600000,59,55839,56508
1620432000000,61,56146,57362
1620518400000,62,56490,58772
1620604800000,64,56799,58214
1620691200000,65,57009,55902
1620777600000,65,56927,56929
1620864000000,62,56217,50005
1620950400000,58,55615,49973
1621036800000,55,54952,49913
1621123200000,52,54345,46781
1621209600000,49,53358,46585
1621296000000,45,52201,43781
1621382400000,41,50904,43091
1621468800000,35,48951,37287
1621555200000,30,47335,40438
1621641600000,26,45647,37340
1621728000000,21,43883,37520
1621814400000,19,42517,34978
1621900800000,19,41487,38642
1621987200000,18,40423,38211
1622073600000,19,39753,39407
1622160000000,18,39031,38643
1622246400000,18,38297,35710
1622332800000,17,37541,34775
1622419200000,18,37398,35715
1622505600000,18,37116,37341
1622592000000,19,37057,36680
1622678400000,20,37072,37686
1622764800000,21,37451,39151
1622851200000,21,37296,36939
1622937600000,21,37054,35547
1623024000000,20,36729,35834
1623110400000,19,36257,33451
1623196800000,19,36061,33557
1623283200000,20,36314,37554
1623369600000,20,36422,36903
1623456000000,21,36417,37289
1623542400000,21,36325,35666
1623628800000,21,36458,39148
1623715200000,22,36592,40625
1623801600000,23,36905,40378
1623888000000,24,37157,38321
1623974400000,25,37372,38194
1624060800000,25,37592,35881
1624147200000,26,37776,35582
1624233600000,26,37616,35787
1624320000000,25,37144,31712
1624406400000,24,36709,32508
1624492800000,24,36531,33703
1624579200000,24,36124,34675
1624665600000,22,35335,31943
1624752000000,21,34575,32024
1624838400000,21,34238,34607
1624924800000,21,33907,34557
1625011200000,22,33915,35969
1625097600000,22,33878,35171
1625184000000,22,33686,33678
1625270400000,23,33890,33951
1625356800000,24,34092,34730
1625443200000,25,34245,35394
1625529600000,24,34177,33928
1625616000000,25,34378,34150
1625702400000,25,34552,33932
1625788800000,25,34399,32934
1625875200000,24,34346,33971
1625961600000,23,34140,33705
1626048000000,23,34061,34300
1626134400000,23,34023,33263
1626220800000,23,33908,32676
1626307200000,22,33739,32879
1626393600000,21,33406,31726
1626480000000,21,33176,31400
1626566400000,20,32943,31589
1626652800000,21,32760,31919
1626739200000,20,32578,30928
1626825600000,20,32214,29972
1626912000000,20,32094,32384
1626998400000,19,31922,32410
1627084800000,20,31940,33456
1627171200000,20,32080,34214
1627257600000,21,32314,35456
1627344000000,22,32819,37282
1627430400000,25,33517,39077
1627516800000,28,34284,40031
1627603200000,30,35017,39978
1627689600000,34,36018,41936
1627776000000,39,37089,41754
1627862400000,41,37773,39915
1627948800000,43,38398,39279
1628035200000,45,38845,38368
1628121600000,47,39348,39752
1628208000000,50,39836,40825
1628294400000,53,40338,42802
1628380800000,55,40844,44648
1628467200000,56,41183,43753
1628553600000,58,41758,46311
1628640000000,59,42095,45640
1628726400000,60,42449,45652
1628812800000,62,42866,44495
1628899200000,64,43633,47717
1628985600000,67,44426,47089
1629072000000,69,45087,47025
1629158400000,71,45560,46032
1629244800000,71,45718,44534
1629331200000,71,45751,45015
1629417600000,71,46023,46745
1629504000000,72,46286,49196
1629590400000,73,46585,48934
1629676800000,73,46912,49251
1629763200000,74,47369,49519
1629849600000,74,47389,47941
1629936000000,74,47563,49003
1630022400000,74,47582,47229
1630108800000,75,47859,49083
1630195200000,75,48259,48937
1630281600000,75,48613,48907
1630368000000,75,48647,47124
1630454400000,75,48478,47335
1630540800000,74,48468,48823
1630627200000,74,48476,49339
1630713600000,73,48514,49935
1630800000000,73,48703,50013
1630886400000,74,48947,51696
1630972800000,74,49448,52740
1631059200000,72,49259,46995
1631145600000,69,48999,46085
1631232000000,67,48782,46519
1631318400000,63,48571,44803
1631404800000,59,48377,45196
1631491200000,57,48138,46195
1631577600000,53,47756,45140
1631664000000,50,47502,47135
1631750400000,49,47336,48187
1631836800000,46,46989,47879
1631923200000,43,46488,47229
1632009600000,44,46603,48267
1632096000000,44,46720,47371
1632182400000,42,46394,42933
1632268800000,42,45993,40387
1632355200000,41,45846,43587
1632441600000,40,45736,44981
1632528000000,40,45519,42752
1632614400000,38,45130,42857
1632700800000,35,44689,43337
1632787200000,33,44177,42247
1632873600000,31,43612,41010
1632960000000,28,43005,41588
1633046400000,26,42685,43859
1633132800000,28,43162,48182
1633219200000,31,43834,47778
1633305600000,33,44261,48283
1633392000000,36,44650,49260
1633478400000,39,45461,51669
1633564800000,44,46603,55415
1633651200000,48,47562,53895
1633737600000,52,48632,54011
1633824000000,57,49915,55125
1633910400000,61,51108,54712
1633996800000,66,52355,57573
1634083200000,67,53096,56335
1634169600000,69,53979,57488
1634256000000,71,54812,57452
1634342400000,73,55953,61809
1634428800000,74,56816,61166
1634515200000,74,57377,61584
1634601600000,74,58116,62018
1634688000000,75,59071,64518
1634774400000,76,60081,66238
1634860800000,76,60793,62541
1634947200000,76,61107,61029
1635033600000,76,61583,61572
1635120000000,76,61918,61173
1635206400000,77,62443,63228
1635292800000,76,62334,60604
1635379200000,75,62104,58641
1635465600000,75,62030,60768
1635552000000,74,62054,62283
1635638400000,74,61810,61837
1635724800000,73,61377,61472
1635811200000,73,61248,61122
1635897600000,73,61450,63247
1635984000000,73,61591,63131
1636070400000,73,61630,61602
1636156800000,72,61450,61247
1636243200000,72,61546,61661
1636329600000,73,61957,63153
1636416000000,74,62579,67617
1636502400000,75,63021,67145
1636588800000,75,63314,65061
1636675200000,75,63636,65006
1636761600000,75,63937,64432
1636848000000,75,64065,64660
1636934400000,75,64294,65649
1637020800000,74,64506,63934
1637107200000,73,64433,60449
1637193600000,71,64337,60604
1637280000000,67,63777,56987
1637366400000,63,62944,58459
1637452800000,61,62302,60083
1637539200000,59,61764,59140
1637625600000,55,60980,56387
1637712000000,52,60373,57749
1637798400000,48,59694,57198
1637884800000,46,59081,58898
1637971200000,42,58162,53828
1638057600000,39,57624,54533
1638144000000,37,57318,57238
