,date,prices,total_volumes,market_cap,value
44,20.03.18,8640.52143024258,4276409099.7044716,146274523240.43362,37
45,21.03.18,8926.82049620007,3554700592.279649,151135311240.4029,36
46,22.03.18,8970.31790627893,3081152046.0236883,151888445786.24927,36
47,23.03.18,8736.38576909829,2931676659.5938525,147943048662.1316,28
48,24.03.18,8824.59283177853,2877067842.098429,149451318665.61404,32
49,25.03.18,8621.15079225785,2444371384.2694945,146022681302.7956,30
50,26.03.18,8478.63819558905,2066020545.3926063,143623891714.18073,31
51,27.03.18,8186.19606281355,2972024162.97679,138684803358.9432,24
52,28.03.18,7836.76304425289,2653185409.403986,132779843611.38556,24
53,29.03.18,7930.77954092755,2033730316.7590542,134386559681.90625,18
54,30.03.18,7126.89519256736,3680239216.3167896,120777974799.76303,12
55,31.03.18,6897.26857786945,4264255594.746104,116900853303.24556,16
56,01.04.18,6975.27531402076,2565052340.2323847,118234055446.5432,16
57,02.04.18,6836.57232729678,2649647152.1697764,115896903503.05841,11
58,03.04.18,7080.41723231299,2253363912.1674647,120044225923.52736,22
59,04.04.18,7464.35609406668,2762080502.6107836,126568883854.60773,22
60,05.04.18,6845.31597826858,2544238382.121464,116084750821.3726,17
61,06.04.18,6855.42230460675,2568972345.7027025,116269847527.26425,19
62,07.04.18,6628.75445585626,1840465005.5711513,112436767361.37248,20
63,08.04.18,6884.47723505995,1856418405.5749633,116789559212.79994,17
64,09.04.18,6984.8089659738,1413593787.1878273,118505840498.72884,21
65,10.04.18,6778.4915700774,2437632634.2860556,115017783885.65182,18
66,11.04.18,6829.31650379539,1550558592.492434,115885988821.25359,20
67,12.04.18,6925.10199547663,1586992258.3407943,117533696704.9788,18
68,13.04.18,7836.39699399927,4980342880.0008135,133015394395.9933,23
69,17.04.18,8030.99926195254,2754142166.1939588,136379313438.7644,26
70,18.04.18,7873.63551010255,2491337660.023414,133722872890.26543,24
71,19.04.18,8097.41823310301,2326968646.2908115,137539507140.1945,25
72,20.04.18,8277.46063916253,2422027692.486585,140616565985.04083,26
73,21.04.18,8499.45000871487,2961030105.150343,144401932888.96182,32
74,22.04.18,8878.42826029723,3214807963.4541373,150858701627.6664,31
75,23.04.18,8769.01199947348,2503340749.6093006,149017082314.25253,28
76,24.04.18,8881.39170434545,2205498227.200402,150943914745.9957,29
77,25.04.18,9716.48975733072,4398198651.199843,165155791737.985,64
78,26.04.18,8825.2025000693,5523433548.358508,150020058558.80304,47
79,27.04.18,9221.86802618436,3847600029.5564957,156779014055.27072,55
80,28.04.18,8940.38112200719,2839339948.818213,152009053536.4553,54
81,29.04.18,9249.65952508923,3006508147.8120923,157282709009.46033,61
82,30.04.18,9325.62885104679,2827554754.4722853,158592809944.5081,59
83,01.05.18,9198.18950997327,2508704421.0187726,156443377473.375,56
84,02.05.18,9024.3875117766,2661071473.28962,153504488648.5945,52
85,03.05.18,9122.65301383019,2179558786.4918017,155192629946.18726,55
86,04.05.18,9551.13518381566,1228125377.9488525,162498830620.22913,56
87,05.05.18,9634.53822597227,2695999383.5138526,163935762593.6642,63
88,06.05.18,9766.24448548887,2617990803.561576,166195961946.18,67
89,07.05.18,9583.87174550137,2626417557.0669236,163109111220.656,56
90,08.05.18,9308.26502572185,2767085706.197567,158435513589.56033,62
91,09.05.18,9149.51783314723,2455200521.7337303,155749835750.4752,53
92,10.05.18,9248.96039558449,2363841215.4382,157460887034.23203,63
93,11.05.18,8969.94037574258,2359598426.330252,152728483795.6562,41
94,12.05.18,8405.5605632418,3726075355.3037004,143131877388.73486,44
95,13.05.18,8480.58037612559,2995955136.9111686,144426929746.49615,40
96,14.05.18,8683.9862031429,2283320839.5720086,147906738510.20526,40
97,15.05.18,8696.97400387283,3143239503.891285,148142733211.5191,40
98,16.05.18,8473.34864905366,2586241489.8424945,144348790079.53476,32
99,17.05.18,8343.1252216955,2772906142.3921065,142149224754.09787,31
100,18.05.18,8056.05319237475,2173653717.1690426,137271416445.43767,37
101,19.05.18,8202.82540955214,2127912775.3863177,139787112156.34103,31
102,20.05.18,8180.62700991409,1672351902.7302613,139424471286.71832,32
103,21.05.18,8443.26024591542,1660868681.4973857,143916527618.282,41
104,22.05.18,8354.99633591748,1711697912.2659817,142427831413.29367,30
105,23.05.18,8009.2995067828,1895031387.309464,136550347058.65228,26
106,24.05.18,7556.31604292077,2777184892.7350817,128842835523.63457,27
107,25.05.18,7563.43546544346,2602938656.909345,128977752305.11423,25
108,26.05.18,7472.02260174872,1959178260.217828,127435061535.96555,23
109,27.05.18,7328.87167436352,1289488237.4471545,125008468874.28679,19
110,28.05.18,7326.64394017867,1247227035.27444,124985768473.80345,22
111,29.05.18,7111.06892466996,1770692328.4028218,121322210033.3444,16
112,30.05.18,7451.2308372653,2224251684.1663904,127138205821.77669,38
113,31.05.18,7380.8515577098,1772428207.794572,125953862789.73985,25
114,01.06.18,7460.16694986577,1714862985.0808516,127322669333.3591,24
115,02.06.18,7487.07630453815,1637953742.8095627,127797556817.80017,27
116,03.06.18,7567.51293761927,1531230053.8451543,129185013358.09856,40
117,04.06.18,7639.87944568278,1432775393.8161438,130436135448.66774,41
118,05.06.18,7463.65499554503,1643488925.3602982,127444424300.66489,26
119,06.06.18,7569.01133988542,1754013549.8288014,129259980382.17676,42
120,07.06.18,7605.57848860797,1562705992.3836496,129898428226.34839,38
121,08.06.18,7613.77739337755,1459894514.226805,130052073722.89095,40
122,09.06.18,7561.16610052452,1362045102.4224646,129167113170.94856,39
123,10.06.18,7415.00137858946,1102262799.2103968,126683533782.87282,24
124,11.06.18,6767.49948454925,2788497500.7839518,115631864817.82808,15
125,12.06.18,6880.13364875604,1973448735.786416,117568067796.62566,19
126,13.06.18,6581.82807522796,2060764062.9813228,112482862604.77522,19
127,14.06.18,6334.09890642618,2571112868.4509044,108260201574.01901,17
128,15.06.18,6644.72067973844,2354179149.4928327,113582443265.84215,26
129,16.06.18,6406.80704950998,1740752641.6341267,109527730085.0741,22
130,17.06.18,6478.81592433021,1306649275.5030081,110772203147.8282,23
131,18.06.18,6418.85000188746,1120785833.1800666,109759607021.02477,27
132,19.06.18,6677.53340291194,1750367371.2555826,114196505243.23883,32
133,20.06.18,6708.68182027534,1649449915.2393851,114742187734.30663,34
134,21.06.18,6714.37546123014,1626421446.364752,114852494305.80463,37
135,22.06.18,6690.832151608,1400178395.5280418,114463912846.04523,28
136,23.06.18,6088.57944239075,2932411240.2020984,104172397755.09848,17
137,24.06.18,6169.43726386169,1635692582.8272383,105568325740.5693,15
138,25.06.18,6159.70719379414,2452039491.998072,105415073017.07509,16
139,26.06.18,6241.84871170546,4326984848.152794,106832748619.81493,21
140,27.06.18,6069.87260616628,3248018159.5091834,103900589095.60583,18
141,28.06.18,6117.03640962264,2057221707.976688,104717160923.03616,20
142,29.06.18,5879.98897440643,1928320709.0794477,100670773791.78275,16
143,30.06.18,6182.25674792295,2341618860.2006936,105857391286.9164,22
144,01.07.18,6366.49946751097,2086842501.722632,109023438456.36497,27
145,02.07.18,6312.87724313135,2601785821.8298526,108116702994.83368,27
146,03.07.18,6595.5473128085,3392521918.1209335,112969688594.56374,31
147,04.07.18,6497.60735494217,3013786718.6534033,111301577387.40128,33
148,05.07.18,6562.7217371211,3111969366.0956326,112427869579.76012,37
149,06.07.18,6537.74087162192,3315114737.710066,112011029362.86702,34
150,07.07.18,6603.29470396542,4742128037.640009,113147533991.98392,34
151,08.07.18,6759.83608914527,6047929422.833753,115842716194.10664,38
152,09.07.18,6700.63547905209,5015170529.876131,114841688927.81284,39
153,10.07.18,6648.256795903321,5246420831.047288,113955190214.94202,37
154,11.07.18,6303.380664729323,4358427107.61466,108055463516.65717,29
155,12.07.18,6373.234804689936,3969169303.744414,109263693476.82497,33
156,13.07.18,6230.5901971047815,3534743492.203714,106829387990.04874,29
157,14.07.18,6248.397313033797,3951261052.820787,107145717585.4774,29
158,15.07.18,6246.13741162634,3709146622.835988,107117271573.7231,32
159,16.07.18,6349.695836710773,2857367439.538571,108903950780.21829,36
160,17.07.18,6741.6919602852695,4559363479.1402855,115637208433.3911,39
161,18.07.18,7303.373059795855,6194130741.142913,125285895738.59448,42
162,19.07.18,7334.771372076191,4843025304.5135565,125840376647.27176,44
163,20.07.18,7442.800738748321,4107857510.670374,127709804699.66203,47
164,21.07.18,7331.871523239401,3727831730.875354,125820597539.21863,43
165,22.07.18,7379.137271821949,2892881147.245292,126644347498.85966,46
166,23.07.18,7395.8664054401,5717881945.865358,126948286633.17482,44
167,24.07.18,7704.99567890457,6202101797.69894,132270404905.45909,49
168,25.07.18,8422.37392335148,5592076817.676129,144602365043.07205,54
169,26.07.18,8144.553482041877,4086880124.497768,139850429188.6199,53
170,27.07.18,7929.079243602936,3429994449.907072,136166569453.30632,47
171,28.07.18,8145.333168120666,3624913497.9544983,139897416706.44568,54
172,29.07.18,8192.13570223742,3659115450.6126037,140716208459.56802,54
173,30.07.18,8197.593575814208,2598593361.850844,140827378169.39276,53
174,31.07.18,8185.921138302329,3497813384.6209693,140640772123.99832,48
175,01.08.18,7738.249304586212,4675498855.415108,132963528816.20732,39
176,02.08.18,7612.300753683117,11591125727.422794,130813483341.75774,39
177,03.08.18,7540.633150617145,6834800615.470859,129596337579.7665,36
178,04.08.18,7411.66638248389,5580835718.27458,127395242323.66476,31
179,05.08.18,7009.012011793916,5952900997.745494,120489906899.28981,23
180,06.08.18,7036.60933127318,5989412029.067531,120977961419.31384,25
181,07.08.18,6926.116778774001,6927841831.688437,119089729729.2738,25
182,08.08.18,6711.73242235858,6729676123.905343,115416628667.98373,23
183,09.08.18,6259.527709667595,6834119514.685925,107652609456.40524,19
184,10.08.18,6531.249786737056,5843796067.332067,112337822894.36668,21
185,11.08.18,6166.590417501742,6731245061.318041,106079149843.79391,18
186,12.08.18,6205.218479944854,5708911347.302448,106756980148.52301,18
187,13.08.18,6318.407221774424,5507023282.246057,108716328040.72339,21
188,14.08.18,6283.99625058153,5381627198.227136,108135868387.49329,16
189,15.08.18,6212.2260400556115,7179484727.419351,106911788926.75307,18
190,16.08.18,6267.76870877378,6619548180.387301,107788817699.53123,21
191,17.08.18,6309.385226218996,5982589406.965,108578823549.00035,19
192,18.08.18,6566.715163377382,6206194158.951437,113018605465.47177,24
193,19.08.18,6382.0605914076095,5616965845.869809,109889851531.17278,27
194,20.08.18,6475.494019667379,5160365103.111909,111490970656.3322,26
195,21.08.18,6242.8824384007985,5578292470.702208,107511643840.85838,19
196,22.08.18,6467.271730309675,5658517103.312642,111399689881.15749,21
197,23.08.18,6336.6563271087025,6759411527.692144,109149076720.34018,18
198,24.08.18,6521.065718268509,6096332849.286637,112327439428.77159,19
199,25.08.18,6684.379144206679,6913767387.863615,115177527171.81319,22
200,26.08.18,6736.036057516459,5280060347.564506,116073397012.0424,19
201,27.08.18,6728.2880026290095,5215045899.16829,115406552890.99017,18
202,28.08.18,6911.096028949572,5444349729.346103,118546009735.9248,19
203,29.08.18,7075.9834051051,6246602891.545194,121992306938.18849,19
204,30.08.18,7046.748947280631,5976493148.705724,121479639297.29665,22
205,31.08.18,7024.14510718162,6587864491.268964,121103237785.70247,17
206,01.09.18,7027.631279401852,5959884320.762271,121186316787.30235,21
207,02.09.18,7211.270767868822,6257915213.839819,124380655386.09407,18
208,03.09.18,7305.272801003753,6640164154.549976,125994361368.72597,19
209,04.09.18,7260.897516647864,4511643009.568316,125200923805.39091,26
210,05.09.18,7359.462992923027,5344233220.454348,126949626755.787,17
211,06.09.18,6764.926773778225,7036065651.078336,116602093876.15263,14
212,07.09.18,6498.2796126096555,6558109770.577363,112034863191.16696,17
213,08.09.18,6397.81887024023,4422971841.981781,110396118506.89438,18
214,09.09.18,6181.19445075213,3851077568.004001,106668555553.51491,13
215,10.09.18,6260.764806062476,4174629547.594032,108219061918.52274,15
216,11.09.18,6308.135474616629,4504626593.565221,108846231385.41852,18
217,12.09.18,6278.917069628559,5001529025.0324745,108449181464.89592,14
218,13.09.18,6330.574238022664,5026516732.831187,109298582014.21779,20
219,14.09.18,6486.461630393616,4987196751.843109,112124461661.13242,23
220,15.09.18,6500.01225461663,5350596522.1363,112334356298.05247,24
221,16.09.18,6530.221146234664,4295951323.506035,112796085614.54744,28
222,17.09.18,6506.248493217292,4715407407.2624035,112373562206.64603,25
223,18.09.18,6250.121727322729,4600931272.400568,107960190646.44861,21
224,19.09.18,6347.069255451608,4472798160.224327,109629673484.58704,24
225,20.09.18,6383.753841158382,5380977505.120019,110292032124.89343,24
226,21.09.18,6491.885242276883,5059042419.562756,112172960507.04015,31
227,22.09.18,6753.8344721403255,5931455399.756281,116710823191.41154,35
228,23.09.18,6747.032172960024,5159534298.571353,116607568773.97198,38
229,24.09.18,6711.029451815934,4322794079.140574,116001860055.71248,43
230,25.09.18,6596.187313045577,4626497701.607775,114024650850.04753,37
231,26.09.18,6441.311544542553,4580781824.213022,111360852966.35107,37
232,27.09.18,6462.795635292239,3788299697.410916,111760801180.65999,42
233,28.09.18,6704.704245729721,4690261094.515134,115905890382.87775,42
234,29.09.18,6634.765964572905,3140320712.2600975,114768551691.0015,37
235,30.09.18,6606.073795422076,2294291064.4914503,114265552573.72394,34
236,01.10.18,6626.037956098487,1908960742.721659,114617564007.79602,35
237,02.10.18,6598.841259755177,1893760872.9018476,114225251470.51224,33
238,03.10.18,6524.60769791521,2035903501.1612606,112814709079.4464,36
239,04.10.18,6499.262379115219,2247969611.1974277,112545036630.82414,29
240,05.10.18,6578.701809284849,2059404665.1894457,113846158429.54834,37
241,06.10.18,6621.189363919919,1840911129.5584166,114567814410.76247,34
242,07.10.18,6589.124681678888,1464404365.51708,114021329402.35275,29
243,08.10.18,6584.832153052514,1499424737.458561,113962679824.78195,26
244,09.10.18,6653.089450830426,2081626437.4631693,115167647222.33853,31
245,10.10.18,6633.745729917172,1741398466.9025888,114837789505.01476,28
246,11.10.18,6582.455082387102,2070407901.7011054,113987017102.36557,19
247,12.10.18,6234.367641454442,3581191342.767335,108155761830.83029,13
248,13.10.18,6285.592982799844,2295615181.287238,108845285496.56729,15
249,14.10.18,6314.883384422573,1851879464.8516304,109372673141.74013,18
250,15.10.18,6328.554760034424,1847113723.7353718,109624316973.41199,20
251,16.10.18,6659.87550840943,6217858944.018429,115236573309.55287,24
252,17.10.18,6635.125667516839,2746546151.2501135,114960968517.5375,23
253,18.10.18,6635.741832487943,2820354466.330306,114953321633.49261,26
254,19.10.18,6517.511087710534,2625598930.5728407,112970698851.37468,24
255,20.10.18,6483.827769471798,2652532021.929972,112394945004.92676,21
256,21.10.18,6532.678750383806,2387105749.143392,113214078424.96126,21
257,22.10.18,6529.670021370842,2127987152.5866547,113208108538.70485,27
258,23.10.18,6512.589059298922,2655159954.716826,112905904007.05743,24
259,24.10.18,6472.799660641591,2784381146.568883,112227883463.22098,23
260,25.10.18,6481.443589558082,2607022301.561287,112363064964.16649,25
261,26.10.18,6458.191521836801,2618534041.346836,112010056845.21841,29
262,27.10.18,6468.826424965618,2698016930.8820057,112200801079.02803,33
263,28.10.18,6457.058635186671,2383295890.5582404,111998326691.92026,35
264,29.10.18,6481.323141667608,2065446088.788402,112422008134.01062,34
265,30.10.18,6292.6479239344,3631795693.013341,109167179052.3813,31
266,31.10.18,6331.781807909807,1962209613.9889975,109890575608.10541,32
267,01.11.18,6366.720109554257,2042670545.032488,110487418903.24472,29
268,02.11.18,6379.972972168429,2922702484.006447,110896563654.92197,36
269,03.11.18,6425.4415830402095,2675454291.399585,111528929052.5205,36
270,04.11.18,6388.1897883073725,2582446886.6230755,110888814023.684,41
271,05.11.18,6351.061941056285,3198297931.7470818,110241536216.1873,42
272,06.11.18,6415.443408541094,3213571991.0860043,111383003826.06792,42
273,07.11.18,6474.847290336688,3408876943.8566713,112347500910.42685,48
274,08.11.18,6574.801180290013,3120683820.785003,113943582818.14384,51
275,09.11.18,6490.454730761757,2402484611.4646854,112723294658.02623,47
276,10.11.18,6413.78203857173,2707057000.4786224,111440702127.79549,52
277,11.11.18,6429.898792074219,1672332107.6089764,111308110603.00995,54
278,12.11.18,6434.2845969255495,2943678893.5684266,111773252086.90735,52
279,13.11.18,6411.353436205148,2651674690.982871,111385885801.71518,56
280,14.11.18,6394.289276264062,2890964719.217386,111126759494.65367,49
281,15.11.18,5788.612494046974,5690409836.804629,100585460320.22012,28
282,16.11.18,5686.541131058274,4981978552.514329,98829079080.72421,23
283,17.11.18,5609.956182334204,3236633357.0467114,97344067023.98213,24
284,18.11.18,5599.1915956893035,2525819291.4931545,97299989131.4034,26
285,19.11.18,5638.861481452398,2422604400.7507744,98118875508.37688,28
286,20.11.18,4889.197859239111,6126269575.232113,85228342224.35999,21
287,21.11.18,4450.711454417822,6314969584.020993,76601948314.49545,15
288,22.11.18,4613.44841218385,4321511764.357207,80360705527.42929,14
289,23.11.18,4307.388731717267,3055231902.513544,75518575145.29533,12
290,24.11.18,4376.904946801552,3520222575.53617,76120308175.56718,15
291,25.11.18,3895.8368129589876,3115187178.442392,67756132282.086784,9
292,26.11.18,4039.836551137432,5226773378.179892,70327984591.03267,17
293,27.11.18,3811.9235292664935,4652103083.720623,66796155268.6834,11
294,28.11.18,3832.92451590069,4050028039.1486397,66811830848.48212,14
295,29.11.18,4267.243628990657,4973628807.699461,74381953561.03812,18
296,30.11.18,4279.475592548712,4313265392.487118,74400715839.6163,19
297,01.12.18,4009.6895798259993,4007783472.5882053,69715049461.01839,13
298,02.12.18,4189.573822999859,3183894471.4847646,73075855208.30002,15
299,03.12.18,4124.593548643215,3242289555.8219714,71784475615.70909,17
300,04.12.18,3878.8392347832714,3128854932.5753694,67489136960.41757,12
301,05.12.18,3943.6928120656007,3255899964.55098,68592152288.353745,19
302,06.12.18,3751.691966395661,3020004368.112703,65355774058.35723,13
303,07.12.18,3466.763863771732,3672494312.3177876,60357918912.004555,11
304,08.12.18,3408.5236170431267,5243194483.926532,59348913269.876625,11
305,09.12.18,3424.7058606626006,3430203804.247037,59526617773.597786,14
306,10.12.18,3550.546433896889,2938443353.811616,61832986280.19322,19
307,11.12.18,3433.8084404312785,2614506143.32925,59805353928.82642,15
308,12.12.18,3378.808778413106,2720740076.8003125,58852767064.15517,14
309,13.12.18,3438.1000735289817,2552041789.9907007,59878323499.6965,14
310,14.12.18,3294.636156545267,2620531732.8481603,57318285688.441795,10
311,15.12.18,3216.6271499079407,2663819604.586118,55998515509.38865,11
312,16.12.18,3221.9762037129963,2103029919.7436218,56171263934.47407,13
313,17.12.18,3217.0468349697426,1972663570.3920543,56050483689.82096,17
314,18.12.18,3506.2170132794818,3421249875.3626423,61143447505.005135,23
315,19.12.18,3655.775045729801,3898845061.80057,63720433230.19886,21
316,20.12.18,3687.750553192723,4721562503.691853,64363548271.279076,27
317,21.12.18,4065.097238010126,6126325232.95458,70578857837.00003,35
318,22.12.18,3846.2274979885774,4813606168.926531,67118181896.86795,28
319,23.12.18,3960.567773408038,3568245607.7466927,68846085704.00443,31
320,24.12.18,3941.617740158326,3514437242.642075,68680118909.38707,25
321,25.12.18,4021.990255345401,5022191528.110896,70266326465.44417,33
322,26.12.18,3759.1784268965694,4189084247.453542,65350104373.41374,26
323,27.12.18,3781.613081593353,3568561115.8269877,65972460015.27494,29
324,28.12.18,3587.703880138819,3386167814.2749724,62808667853.73499,21
325,29.12.18,3854.4210969825917,3561935968.9151506,67263083067.33795,24
326,30.12.18,3778.193939889601,3031003209.033743,66838758054.14169,23
327,31.12.18,3809.7282286410905,3109685385.4562902,66494185030.58888,26
328,01.01.19,3692.5315655246986,2991427568.3035398,64422635599.72896,24
329,02.01.19,3794.2642537397164,2689877851.31483,66188448932.14009,30
330,03.01.19,3872.1721842228935,3263469039.3230205,67643304990.47443,33
331,04.01.19,3776.525807694106,2261199754.98875,65922288582.921715,48
332,05.01.19,3815.268079882635,2950054796.0741415,66650769533.12984,36
333,06.01.19,3787.3078571242845,2763831883.889694,66070973627.255455,31
334,07.01.19,4013.5200912973864,3435733235.508936,70084169300.15211,39
335,08.01.19,3989.6687175387638,3360163853.3972144,69602133073.71902,39
336,09.01.19,3973.5912546157865,3482430797.632785,69418693910.45465,42
337,10.01.19,3982.2259127624075,3230523440.813054,69609283899.19995,37
338,11.01.19,3623.8477291056797,4144535969.992497,63326376681.34885,19
339,12.01.19,3632.849306434781,3263342032.794205,63121578243.94881,22
340,13.01.19,3598.4363465618803,2456062889.7924027,62924488425.99548,21
341,14.01.19,3495.832311307438,2675674829.818869,61050348901.5798,16
342,15.01.19,3648.04828565649,3101461657.547051,63758350560.63251,27
343,16.01.19,3567.801243199206,2953789408.2270346,62348810149.49811,24
344,17.01.19,3597.6473233295915,2753646523.928816,62969304894.27945,28
345,18.01.19,3620.9812811457246,3049367561.0957274,63320099663.395294,29
346,19.01.19,3597.7932517701506,2649449860.3668847,62898826371.85565,31
347,20.01.19,3674.587270857304,2766880413.283615,64269861567.8863,35
348,21.01.19,3539.167531041029,2940644468.975576,61969431896.71978,30
349,22.01.19,3531.004182799933,2561594564.573847,61784404483.04622,27
350,23.01.19,3571.2669080928695,2718371971.9030104,62482350133.95662,33
351,24.01.19,3555.7000025226243,2663764215.2983246,62216525710.040085,37
352,25.01.19,3565.6420046170365,2514079887.672157,62397665388.19675,35
353,26.01.19,3564.822417111422,2582590473.407218,62386316357.47355,41
354,27.01.19,3563.614563419144,2548165746.089901,62374968460.904976,39
355,28.01.19,3553.121681129778,2882787006.773549,62192208387.693,35
356,29.01.19,3432.215668301249,3445780457.599724,60087154448.40433,21
357,30.01.19,3413.3754832497975,4865613085.112716,59768195291.00078,22
358,31.01.19,3457.8826491759864,4973814467.106895,60555372963.791016,17
359,01.02.19,3431.943637864456,4330022381.196439,60101226569.37371,23
360,02.02.19,3464.490147562154,3765731026.2153797,60678990333.1717,22
361,03.02.19,3486.581616258029,3310421843.82123,61071179758.435844,19
362,04.02.19,3454.025843825187,2375918195.082078,60524138032.473946,27
363,05.02.19,3464.003508861087,4454914648.715065,60723961265.783615,21
364,06.02.19,3469.8946770792636,3653777871.7193217,60825168548.915,14
365,07.02.19,3405.836861256719,4211212356.0140643,59682137962.35292,18
366,08.02.19,3394.0146529587223,3297274818.3709226,59482397752.99235,37
367,09.02.19,3664.2821026589836,6293135761.36397,64226481382.1611,42
368,10.02.19,3667.4082642899566,4883557856.511256,64286029202.05369,40
369,11.02.19,3675.6916291247258,5081021129.885805,64439836442.25577,46
370,12.02.19,3631.444539729949,5446022475.782068,63670312531.29947,38
371,13.02.19,3633.9650467461183,5532706261.952275,63712841387.27635,48
372,14.02.19,3610.0622730634022,5635612273.288616,63267872020.65663,48
373,15.02.19,3589.661829626318,11971659893.345224,62991824523.89914,43
374,16.02.19,3601.2291913968643,4506367416.966915,63165603231.85129,43
375,17.02.19,3622.5916530750715,4019925054.643214,63547140519.07759,38
376,18.02.19,3665.075530800723,4945386865.287532,64383522064.40136,63
377,19.02.19,3886.5202004751386,9588927258.746943,68147457622.522125,65
378,20.02.19,3915.0099712770552,5969708630.056735,68719418872.04398,59
379,21.02.19,3976.808906528991,6377580055.125392,69790459105.50142,59
380,22.02.19,3934.813593894817,6838246918.228343,69059468752.51183,61
381,23.02.19,3973.6413227746357,5999302845.797907,69748877117.19371,63
382,24.02.19,4115.3379267876635,8493566414.707253,72266544791.73584,69
383,25.02.19,3742.868946700387,11112465191.137722,66108588220.39571,47
384,26.02.19,3824.683504217102,9049456993.516651,67154603799.94677,40
385,27.02.19,3809.209774682024,2992667601.164757,66890485485.37128,39
386,28.02.19,3813.377891881294,7731184275.9768505,67155912259.18905,39
387,01.03.19,3815.6076075249844,7627783000.608827,67016664287.2375,42
388,02.03.19,3815.753939922755,5524886886.074838,67085713233.78275,41
389,03.03.19,3819.645730582585,3291046239.4080496,67101767698.901596,44
390,04.03.19,3806.9542737979564,6749676086.649796,66885712070.35212,36
391,05.03.19,3712.812457297799,3608196680.9514556,65238057881.55198,35
392,06.03.19,3852.461665785486,9088065055.193892,67733767403.2078,42
393,07.03.19,3860.510762380684,8477459044.147217,67888909504.19791,56
394,08.03.19,3871.637247965991,6098011809.539175,68020879276.31612,54
395,09.03.19,3861.879307396147,9387592412.254822,67914021946.078575,55
396,10.03.19,3941.600873271771,8968209821.64562,69292799411.19722,55
397,11.03.19,3923.559788806432,8576340543.966685,68962957216.01791,56
398,12.03.19,3860.3592300287123,6459945402.485972,67983966610.10971,56
399,13.03.19,3876.480852754649,8326845840.668451,68203157396.32404,54
400,14.03.19,3865.817782663389,7240802846.749305,67968370343.91208,55
401,15.03.19,3876.6987080329527,8610482287.345255,68177693410.06057,55
402,16.03.19,3925.460579704576,8157372614.811613,69031558676.15643,54
403,17.03.19,4007.709463818873,8463266884.802993,70497099778.1464,58
